Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2015,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,HK,XX,6,,medicine,,P,I
2015,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,KR,XX,50,,medicine,,P,I
2015,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,KR,XX,200,,medicine,,T,I
2015,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,VN,XX,30,,medicine,,T,I
2016,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,AU,CN,,,782,medicine,g,T,W
2016,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,CA,HK,CN,,5000,medicine,,T,W
2016,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,GB,KZ,,120,,specimens,kg,S,W
2016,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,GB,KZ,,,120,specimens,,S,W
2016,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,JP,XX,,22266.01,medicine,g,T,O
2016,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,JP,XX,,7087.77,medicine,g,T,W
2016,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,JP,XX,22.57,,medicine,kg,T,O
2016,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,SG,KZ,90,,horns,kg,T,W
2016,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,ID,HK,CN,,20100,medicine,,T,W
2016,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,167307.64,111659.16,medicine,g,T,W
2016,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,172.205,219.82,medicine,kg,T,W
2016,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,SG,KZ,422.7,422.7,horns,kg,T,W
2016,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,CN,,11.653,,horns,kg,T,W
2016,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,CN,,,158.344,medicine,kg,T,W
2016,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,TH,CN,,,2610,medicine,g,T,W
2016,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,XX,478,,medicine,g,P,I
2016,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,XX,1576,,medicine,,P,I
2016,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,XX,30,,medicine,,T,I
2016,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,,420,,medicine,,P,I
2016,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,HK,XX,60,,medicine,,P,I
2016,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,XX,,6,,medicine,g,P,I
2017,II,Saiga borealis,Mammalia,Artiodactyla,Bovidae,Saiga,US,VN,,3,,medicine,,P,I
2017,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,CN,US,XX,,1,medicine,,P,I
2017,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,CO,US,XX,,936,medicine,,T,I
2017,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,GB,KZ,,,31,derivatives,,S,W
2017,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,GB,KZ,,,6,specimens,,S,W
2017,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,GB,KZ,,,9,teeth,,S,W
2017,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,GB,MN,,45,,specimens,,S,W
2017,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,CH,CN,5.214,,medicine,kg,T,W
2017,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,JP,XX,,30964.07,medicine,g,T,O
2017,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,JP,XX,30.021,,medicine,kg,T,O
2017,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,111520,195160,medicine,g,T,W
2017,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,87.294,87.294,medicine,kg,T,W
2017,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,HK,XX,15,15,horns,kg,T,O
2017,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,KZ,,32,32,specimens,,S,W
2017,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,SG,KZ,480,480,horns,kg,T,W
2017,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,CN,,4.373,,horns,kg,T,W
2017,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,CN,,,2607,medicine,g,T,W
2017,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,CN,,,119.308,medicine,kg,T,W
2017,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SI,UA,,,3,live,,Z,C
2017,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,TH,CN,,,2607,medicine,g,T,W
2017,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,TH,JP,XX,,124.98,medicine,g,T,O
2017,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,XX,140,,medicine,,P,I
2017,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,XX,306,,medicine,,T,I
2017,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,,20,,medicine,,P,I
2017,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,,9,,medicine,,T,I
2017,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,JP,XX,100,,medicine,,T,I
2017,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,KR,,11,,medicine,,P,I
2017,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,SG,XX,360,,medicine,,T,I
2017,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,VN,XX,10,,medicine,,P,I
2017,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,VN,,80,,medicine,,T,I
2018,II,Saiga borealis,Mammalia,Artiodactyla,Bovidae,Saiga,GB,MN,,84,,specimens,,M,W
2018,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,AU,CN,,,0.5214,medicine,kg,T,W
2018,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,CN,UA,,,80,live,,Z,C
2018,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,CN,UA,,10,,skins,,E,C
2018,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,CN,UA,,,20,skins,,T,C
2018,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,CN,UA,,30,,skulls,,E,C
2018,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,CN,UA,,,190,skulls,,T,C
2018,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,GB,KZ,,59,,specimens,,S,W
2018,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,GB,MN,,21,,specimens,,M,W
2018,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,JP,XX,37.285,,medicine,kg,T,O
2018,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,JP,XX,53000,,medicine,,T,O
2018,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,JP,,,39678.09,medicine,g,T,O
2018,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,SG,XX,317,62,horns,kg,T,O
2018,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,SG,,,255,horns,kg,T,O
2018,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,ID,HK,CN,,35200,medicine,,T,W
2018,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,83640,,medicine,g,T,W
2018,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,40.84,90.096,medicine,kg,T,W
2018,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,SG,KZ,1415.07,1415.07,horns,kg,T,W
2018,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,SG,CN,,,2.58,medicine,kg,T,W
2018,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,TH,JP,,,250.54,medicine,g,T,O
2018,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,XX,2,,horns,,P,I
2018,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,XX,0.728,,medicine,kg,P,I
2018,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,XX,64,,medicine,,P,I
2018,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,XX,2,,medicine,,T,I
2018,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,,,129.6,medicine,g,T,W
2018,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,,30,,medicine,,T,I
2018,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,KR,,5,,medicine,,P,I
2018,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,VN,,464,,medicine,,P,I
2018,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,VN,,1940,,medicine,,T,I
2019,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,JP,,,42381.34,medicine,g,T,O
2019,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,SG,KZ,,3135,horns,kg,T,W
2019,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,27.664,,medicine,kg,T,U
2019,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,CN,,41.82,,medicine,kg,T,W
2019,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,RU,,,1,trophies,,E,C
